ApplicantIncome,CoapplicantIncome,Dependents,LoanAmount,Loan_Amount_Term,Property_Area,Education_Graduate,Education_Not Graduate,Gender_Female,Gender_Male,Married_No,Married_Yes,Credit_History_0.0,Credit_History_1.0,Credit_History_1.0,Self_Employed_No,Self_Employed_Yes,Loan_Status_N,Loan_Status_Y
2876,1560.0,1,90.0,360.0,Urban,1,0,1,0,1,0,0,1,0,1,0,0,1
3237,1601.9163302636496,0,30.0,360.0,Urban,1,0,1,0,1,0,0,1,0,1,0,0,1
11146,1601.9163302636496,0,136.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
2833,1857.0,0,126.0,360.0,Rural,1,0,0,1,1,0,0,1,0,1,0,0,1
2620,2223.0,0,150.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
3900,1601.9163302636496,2,90.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
2750,1842.0,1,115.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
3993,3274.0,0,207.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
3103,1300.0,0,80.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
14583,1601.9163302636496,0,436.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
4100,1601.9163302636496,0,124.0,360.0,Rural,0,1,1,0,0,1,0,0,1,1,0,0,1
4053,2426.0,1,158.0,360.0,Urban,0,1,0,1,1,0,1,0,0,0,1,1,0
3927,800.0,0,112.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
2301,985.7999877999998,2,78.0,180.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
1811,1666.0,0,54.0,360.0,Urban,1,0,1,0,1,0,0,1,0,1,0,0,1
20667,1601.9163302636496,0,142.51153039832286,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,1,0
3158,3053.0,0,89.0,360.0,Rural,1,0,0,1,1,0,0,1,0,1,0,0,1
2600,1717.0,0,99.0,300.0,Semiurban,1,0,1,0,1,0,0,1,0,0,1,1,0
3704,2000.0,0,120.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
4124,1601.9163302636496,0,115.0,360.0,Semiurban,1,0,1,0,1,0,0,1,0,1,0,0,1
9508,1601.9163302636496,0,187.0,360.0,Rural,1,0,0,1,1,0,0,1,0,1,0,0,1
3075,2416.0,0,139.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
4400,1601.9163302636496,2,127.0,360.0,Semiurban,1,0,0,1,0,1,1,0,0,1,0,1,0
3153,1560.0,2,134.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
5417,1601.9163302636496,2,143.0,480.0,Urban,1,0,1,0,1,0,1,0,0,1,0,1,0
2383,3334.0,0,172.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
4416,1250.0,3+,110.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
6875,1601.9163302636496,1,200.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
4666,1601.9163302636496,1,135.0,360.0,Urban,1,0,1,0,0,1,0,1,0,1,0,0,1
5000,2541.0,0,151.0,480.0,Rural,1,0,1,0,1,0,0,1,0,1,0,1,0
2014,2925.0,1,113.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,1,0
1800,2934.0,0,93.0,360.0,Urban,0,1,0,1,0,1,1,0,0,1,0,1,0
2875,1750.0,2,105.0,360.0,Semiurban,0,1,0,1,0,1,0,1,0,1,0,0,1
5000,1601.9163302636496,0,132.0,360.0,Rural,1,0,1,0,1,0,0,1,0,1,0,0,1
1625,1803.0,1,96.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
4000,2500.0,0,140.0,360.0,Rural,1,0,0,1,1,0,0,1,0,1,0,0,1
2000,1601.9163302636496,0,142.51153039832286,360.0,Urban,0,1,0,1,1,0,0,1,0,1,0,1,0
3762,1666.0,0,135.0,360.0,Rural,1,0,1,0,1,0,0,1,0,1,0,0,1
2400,1863.0,0,104.0,360.0,Urban,1,0,1,0,1,0,1,0,0,1,0,1,0
20233,1601.9163302636496,0,480.0,360.0,Rural,1,0,0,1,1,0,0,1,0,1,0,1,0
7667,1601.9163302636496,2,185.0,360.0,Rural,0,1,0,1,0,1,0,0,1,1,0,0,1
2917,1601.9163302636496,0,84.0,360.0,Semiurban,1,0,1,0,1,0,0,1,0,1,0,0,1
2927,2405.0,0,111.0,360.0,Semiurban,0,1,0,1,1,0,0,1,0,1,0,0,1
2507,1601.9163302636496,0,56.0,360.0,Rural,1,0,1,0,1,0,0,1,0,1,0,0,1
5746,1601.9163302636496,2,144.0,84.0,Rural,1,0,0,1,0,1,0,0,1,0,1,0,1
2473,1843.0,0,159.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,1,0
3399,1640.0,1,111.0,180.0,Urban,0,1,0,1,0,1,0,1,0,1,0,0,1
3717,1601.9163302636496,2,120.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
2058,2134.0,0,88.0,360.0,Urban,1,0,0,1,0,1,0,0,1,1,0,0,1
3541,1601.9163302636496,1,112.0,360.0,Semiurban,1,0,1,0,1,0,0,0,1,1,0,0,1
10000,1601.9163302636496,1,155.0,360.0,Rural,1,0,0,1,0,1,0,1,0,0,1,1,0
2400,2167.0,0,115.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
4342,189.0,3+,124.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
3601,1590.0,2,142.51153039832286,360.0,Rural,0,1,0,1,0,1,0,1,0,1,0,0,1
3166,2985.0,0,132.0,360.0,Rural,1,0,1,0,1,0,0,0,1,1,0,0,1
15000,1601.9163302636496,3+,300.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
8666,4983.0,1,376.0,360.0,Rural,1,0,0,1,0,1,1,0,0,0,1,1,0
4917,1601.9163302636496,0,130.0,360.0,Rural,1,0,0,1,1,0,1,0,0,1,0,0,1
5818,2160.0,0,184.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,0,1,0,1
4333,2451.0,0,110.0,360.0,Urban,1,0,1,0,0,1,0,1,0,1,0,1,0
2500,1601.9163302636496,0,67.0,360.0,Urban,1,0,1,0,1,0,0,1,0,1,0,0,1
4384,1793.0,1,117.0,360.0,Urban,1,0,0,1,1,0,0,1,0,1,0,0,1
2935,1601.9163302636496,0,98.0,360.0,Semiurban,1,0,0,1,1,0,0,1,0,1,0,0,1
2833,1601.9163302636496,2,71.0,360.0,Urban,1,0,0,1,1,0,0,1,0,1,0,0,1
63337,1601.9163302636496,0,490.0,180.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
9833,1833.0,1,182.0,180.0,Urban,1,0,0,1,0,1,0,1,0,0,1,0,1
5503,4490.0,2,70.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,0,1,0,1
5250,688.0,1,160.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
2500,4600.0,2,176.0,360.0,Rural,1,0,0,1,0,1,0,1,0,0,1,0,1
1830,1601.9163302636496,3+,142.51153039832286,360.0,Urban,0,1,1,0,1,0,1,0,0,1,0,1,0
4160,1601.9163302636496,0,71.0,360.0,Semiurban,1,0,1,0,1,0,0,1,0,1,0,0,1
2647,1587.0,3+,173.0,360.0,Rural,0,1,0,1,0,1,0,1,0,1,0,1,0
2378,1601.9163302636496,0,46.0,360.0,Rural,1,0,1,0,1,0,0,1,0,1,0,1,0
4554,1229.0,1,158.0,360.0,Urban,0,1,0,1,0,1,0,1,0,1,0,0,1
3173,1601.9163302636496,3+,74.0,360.0,Semiurban,0,1,0,1,0,1,0,1,0,1,0,0,1
2583,2330.0,2,125.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
2499,2458.0,0,160.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
3523,3230.0,2,152.0,360.0,Rural,0,1,0,1,0,1,1,0,0,1,0,1,0
3083,2168.0,2,126.0,360.0,Urban,0,1,0,1,0,1,0,1,0,1,0,0,1
6333,4583.0,0,259.0,360.0,Semiurban,1,0,0,1,0,1,0,0,1,1,0,0,1
2625,6250.0,0,187.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
9083,1601.9163302636496,0,228.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
8750,4167.0,0,308.0,360.0,Rural,1,0,0,1,1,0,0,1,0,1,0,1,0
2666,2083.0,3+,95.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
5500,1601.9163302636496,0,105.0,360.0,Rural,1,0,1,0,0,1,1,0,0,0,1,1,0
2423,505.0,0,130.0,360.0,Semiurban,1,0,1,0,0,1,0,1,0,1,0,0,1
3813,1601.9163302636496,2,116.0,180.0,Urban,1,0,1,0,1,0,0,1,0,1,0,0,1
8333,3167.0,2,165.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
3875,1601.9163302636496,1,67.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,1,0
3000,1666.0,0,100.0,480.0,Urban,0,1,0,1,0,1,1,0,0,1,0,1,0
5167,3167.0,3+,200.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
4723,1601.9163302636496,1,81.0,360.0,Semiurban,1,0,1,0,1,0,0,1,0,1,0,1,0
5000,3667.0,2,236.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
4750,2333.0,0,130.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
3013,3033.0,0,95.0,300.0,Urban,1,0,0,1,0,1,0,0,1,1,0,0,1
6822,1601.9163302636496,0,141.0,360.0,Rural,1,0,0,1,1,0,0,1,0,0,1,0,1
6216,1601.9163302636496,0,133.0,360.0,Rural,0,1,0,1,1,0,0,1,0,1,0,1,0
2500,1601.9163302636496,0,96.0,480.0,Semiurban,1,0,0,1,1,0,0,1,0,1,0,1,0
5124,1601.9163302636496,0,124.0,360.0,Rural,1,0,0,1,1,0,1,0,0,1,0,1,0
6325,1601.9163302636496,1,175.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
19730,5266.0,0,570.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,1,0
15759,1601.9163302636496,0,55.0,360.0,Semiurban,1,0,1,0,1,0,0,1,0,0,1,0,1
5185,1601.9163302636496,2,155.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
9323,7873.0,2,380.0,300.0,Rural,1,0,0,1,0,1,0,1,0,0,1,0,1
3062,1987.0,1,111.0,180.0,Urban,1,0,0,1,1,0,1,0,0,1,0,1,0
2764,1459.0,0,110.0,360.0,Urban,1,0,1,0,1,0,0,1,0,1,0,0,1
4817,923.0,0,120.0,180.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
8750,4996.0,3+,130.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
4310,1601.9163302636496,0,130.0,360.0,Semiurban,1,0,0,1,0,1,0,0,1,1,0,0,1
3069,1601.9163302636496,0,71.0,480.0,Urban,1,0,0,1,1,0,0,1,0,1,0,1,0
5391,1601.9163302636496,2,130.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
3333,2500.0,0,128.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
5941,4232.0,0,296.0,360.0,Semiurban,1,0,0,1,1,0,0,1,0,1,0,0,1
6000,1601.9163302636496,0,156.0,360.0,Urban,1,0,1,0,1,0,0,1,0,1,0,0,1
7167,1601.9163302636496,0,128.0,360.0,Urban,1,0,0,1,1,0,0,1,0,0,1,0,1
4566,1601.9163302636496,2,100.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,1,0
3667,1601.9163302636496,1,113.0,180.0,Urban,1,0,0,1,1,0,0,1,0,1,0,0,1
2346,1600.0,0,132.0,360.0,Semiurban,0,1,0,1,1,0,0,1,0,1,0,0,1
3010,3136.0,0,142.51153039832286,360.0,Urban,0,1,0,1,0,1,1,0,0,1,0,1,0
2333,2417.0,0,136.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
5488,1601.9163302636496,0,125.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
9167,1601.9163302636496,3+,185.0,360.0,Rural,1,0,0,1,1,0,0,1,0,1,0,0,1
9504,1601.9163302636496,3+,275.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
2583,2115.0,0,120.0,360.0,Urban,1,0,0,1,0,1,0,0,1,1,0,0,1
1993,1625.0,2,113.0,180.0,Semiurban,0,1,0,1,0,1,0,1,0,1,0,0,1
3100,1400.0,2,113.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
3276,484.0,2,135.0,360.0,Semiurban,1,0,0,1,0,1,0,0,1,1,0,0,1
3180,1601.9163302636496,0,71.0,360.0,Urban,1,0,1,0,1,0,1,0,0,1,0,1,0
3033,1459.0,0,95.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
3902,1666.0,0,109.0,360.0,Rural,0,1,0,1,1,0,0,1,0,1,0,0,1
1500,1800.0,0,103.0,360.0,Semiurban,1,0,1,0,1,0,1,0,0,1,0,1,0
2889,1601.9163302636496,2,45.0,180.0,Urban,0,1,0,1,0,1,1,0,0,1,0,1,0
2755,1601.9163302636496,0,65.0,300.0,Rural,0,1,0,1,1,0,0,1,0,1,0,1,0
2500,20000.0,0,103.0,360.0,Semiurban,1,0,0,1,1,0,0,1,0,1,0,0,1
1963,1601.9163302636496,0,53.0,360.0,Semiurban,0,1,1,0,1,0,0,1,0,1,0,0,1
7441,1601.9163302636496,0,194.0,360.0,Rural,1,0,1,0,1,0,0,1,0,0,1,1,0
4547,1601.9163302636496,0,115.0,360.0,Semiurban,1,0,1,0,1,0,0,1,0,1,0,0,1
2167,2400.0,0,115.0,360.0,Urban,0,1,0,1,0,1,0,1,0,1,0,0,1
2213,1601.9163302636496,0,66.0,360.0,Rural,0,1,1,0,1,0,0,1,0,1,0,0,1
8300,1601.9163302636496,1,152.0,300.0,Semiurban,1,0,0,1,0,1,1,0,0,1,0,1,0
81000,1601.9163302636496,3+,360.0,360.0,Rural,1,0,0,1,0,1,1,0,0,1,0,1,0
3867,1601.9163302636496,1,62.0,360.0,Semiurban,0,1,1,0,1,0,0,1,0,0,1,1,0
6256,1601.9163302636496,0,160.0,360.0,Urban,1,0,0,1,0,1,0,0,1,1,0,0,1
6096,1601.9163302636496,0,218.0,360.0,Rural,0,1,0,1,0,1,1,0,0,1,0,1,0
2253,2033.0,0,110.0,360.0,Rural,0,1,0,1,0,1,0,1,0,1,0,0,1
2149,3237.0,0,178.0,360.0,Semiurban,0,1,1,0,0,1,1,0,0,1,0,1,0
2995,1601.9163302636496,0,60.0,360.0,Urban,1,0,1,0,1,0,0,1,0,1,0,0,1
2600,1601.9163302636496,1,160.0,360.0,Urban,1,0,1,0,1,0,0,1,0,1,0,1,0
1600,20000.0,2,239.0,360.0,Urban,1,0,0,1,0,1,0,1,0,0,1,1,0
1025,2773.0,0,112.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
3246,1417.0,0,138.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
5829,1601.9163302636496,0,138.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
2720,1601.9163302636496,0,80.0,360.0,Urban,0,1,1,0,1,0,1,0,0,1,0,1,0
1820,1719.0,0,100.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
7250,1667.0,1,110.0,360.0,Urban,1,0,0,1,0,1,1,0,0,1,0,1,0
14880,1601.9163302636496,0,96.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
2666,4300.0,0,121.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
4606,1601.9163302636496,1,81.0,360.0,Rural,0,1,1,0,1,0,0,1,0,1,0,1,0
5935,1601.9163302636496,2,133.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
2920,16.12000084,0,87.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
2717,1601.9163302636496,0,60.0,180.0,Urban,0,1,0,1,1,0,0,1,0,1,0,0,1
8624,1601.9163302636496,1,150.0,360.0,Semiurban,1,0,1,0,1,0,0,1,0,0,1,0,1
6500,1601.9163302636496,0,105.0,360.0,Rural,1,0,0,1,1,0,1,0,0,1,0,1,0
12876,1601.9163302636496,0,405.0,360.0,Semiurban,1,0,0,1,1,0,0,1,0,1,0,0,1
2425,2340.0,0,143.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
3750,1601.9163302636496,0,100.0,360.0,Urban,1,0,0,1,1,0,0,1,0,1,0,0,1
10047,1601.9163302636496,2,142.51153039832286,240.0,Semiurban,1,0,1,0,0,1,0,1,0,1,0,0,1
1926,1851.0,0,50.0,360.0,Semiurban,1,0,0,1,1,0,0,1,0,1,0,0,1
2213,1125.0,0,142.51153039832286,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
10416,1601.9163302636496,0,187.0,360.0,Urban,1,0,0,1,1,0,1,0,0,0,1,1,0
7142,1601.9163302636496,0,138.0,360.0,Rural,0,1,1,0,0,1,0,1,0,0,1,0,1
3660,5064.0,0,187.0,360.0,Semiurban,1,0,0,1,1,0,0,1,0,1,0,0,1
7901,1833.0,0,180.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
4707,1993.0,3+,148.0,360.0,Semiurban,0,1,0,1,1,0,0,1,0,1,0,0,1
37719,1601.9163302636496,1,152.0,360.0,Semiurban,1,0,0,1,1,0,0,1,0,1,0,0,1
7333,8333.0,0,175.0,300.0,Rural,1,0,0,1,0,1,0,0,1,1,0,0,1
3466,1210.0,1,130.0,360.0,Rural,1,0,0,1,0,1,0,1,0,0,1,0,1
4652,1601.9163302636496,2,110.0,360.0,Rural,0,1,0,1,0,1,0,1,0,1,0,0,1
3539,1376.0,0,55.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,1,0
3340,1710.0,2,150.0,360.0,Rural,1,0,0,1,0,1,1,0,0,1,0,1,0
2769,1542.0,1,190.0,360.0,Semiurban,0,1,0,1,1,0,0,0,1,0,1,1,0
2309,1255.0,2,125.0,360.0,Rural,0,1,0,1,0,1,1,0,0,1,0,1,0
1958,1456.0,2,60.0,300.0,Urban,0,1,0,1,0,1,0,0,1,1,0,0,1
3948,1733.0,0,149.0,360.0,Rural,1,0,0,1,0,1,1,0,0,1,0,1,0
2483,2466.0,0,90.0,180.0,Rural,1,0,0,1,0,1,1,0,0,1,0,0,1
7085,1601.9163302636496,0,84.0,360.0,Semiurban,1,0,0,1,1,0,0,1,0,0,1,0,1
3859,1601.9163302636496,2,96.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
4301,1601.9163302636496,0,118.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
3708,2569.0,0,173.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,1,0
4354,1601.9163302636496,2,136.0,360.0,Rural,1,0,0,1,1,0,0,1,0,1,0,0,1
8334,1601.9163302636496,0,160.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,1,0
2083,4083.0,0,160.0,360.0,Semiurban,1,0,0,1,0,1,0,0,1,0,1,0,1
7740,1601.9163302636496,3+,128.0,180.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
3015,2188.0,0,153.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
5191,1601.9163302636496,1,132.0,360.0,Semiurban,0,1,1,0,1,0,0,1,0,1,0,0,1
4166,1601.9163302636496,0,98.0,360.0,Semiurban,1,0,0,1,1,0,1,0,0,1,0,1,0
6000,1601.9163302636496,0,140.0,360.0,Rural,1,0,0,1,1,0,0,1,0,1,0,0,1
2947,1664.0,3+,70.0,180.0,Urban,0,1,0,1,0,1,1,0,0,1,0,1,0
16692,1601.9163302636496,0,110.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
210,2917.0,2,98.0,360.0,Semiurban,0,1,1,0,0,1,0,1,0,1,0,0,1
4333,2451.0,0,110.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,1,0
3450,2079.0,1,162.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,0,1,0,1
2653,1500.0,1,113.0,180.0,Rural,0,1,0,1,0,1,1,0,0,1,0,1,0
4691,1601.9163302636496,3+,100.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
2500,1601.9163302636496,0,93.0,360.0,Urban,1,0,1,0,1,0,0,0,1,0,1,0,1
5532,4648.0,2,162.0,360.0,Rural,1,0,0,1,1,0,0,1,0,1,0,0,1
16525,1014.0,2,150.0,360.0,Rural,1,0,0,1,0,1,0,1,0,0,1,0,1
6700,1750.0,2,230.0,300.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
2873,1872.0,2,132.0,360.0,Semiurban,1,0,0,1,0,1,1,0,0,1,0,1,0
16667,2250.0,1,86.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,0,1,0,1
2947,1603.0,2,142.51153039832286,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,1,0
4350,1601.9163302636496,0,154.0,360.0,Rural,0,1,1,0,1,0,0,1,0,1,0,0,1
3095,1601.9163302636496,3+,113.0,360.0,Rural,0,1,0,1,0,1,0,1,0,1,0,0,1
2083,3150.0,0,128.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
10833,1601.9163302636496,0,234.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
8333,1601.9163302636496,2,246.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
1958,2436.0,1,131.0,360.0,Rural,0,1,0,1,0,1,0,1,0,1,0,0,1
3547,1601.9163302636496,2,80.0,360.0,Rural,1,0,0,1,1,0,1,0,0,1,0,1,0
18333,1601.9163302636496,1,500.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,1,0
4583,2083.0,2,160.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,0,1,0,1
2435,1601.9163302636496,0,75.0,360.0,Urban,1,0,0,1,1,0,0,1,0,1,0,1,0
2699,2785.0,0,96.0,360.0,Semiurban,0,1,0,1,1,0,0,0,1,1,0,0,1
5333,1131.0,1,186.0,360.0,Urban,0,1,0,1,0,1,0,0,1,1,0,0,1
3691,1601.9163302636496,0,110.0,360.0,Rural,0,1,0,1,1,0,0,1,0,1,0,0,1
17263,1601.9163302636496,0,225.0,360.0,Semiurban,0,1,1,0,1,0,0,1,0,0,1,0,1
3597,2157.0,0,119.0,360.0,Rural,1,0,0,1,0,1,1,0,0,1,0,1,0
3326,913.0,1,105.0,84.0,Semiurban,1,0,1,0,0,1,0,1,0,1,0,0,1
2600,1700.0,0,107.0,360.0,Rural,0,1,0,1,0,1,0,1,0,1,0,0,1
4625,2857.0,0,111.0,12.0,Urban,1,0,0,1,0,1,0,0,1,1,0,0,1
2895,1601.9163302636496,1,95.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,0,1,0,1
6283,4416.0,0,209.0,360.0,Rural,1,0,0,1,1,0,1,0,0,1,0,1,0
645,3683.0,0,113.0,480.0,Rural,1,0,1,0,1,0,0,1,0,1,0,0,1
3159,1601.9163302636496,0,100.0,360.0,Semiurban,1,0,1,0,1,0,0,1,0,1,0,0,1
4865,5624.0,2,208.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
4050,5302.0,1,138.0,360.0,Rural,0,1,0,1,0,1,0,0,1,1,0,1,0
3814,1483.0,0,124.0,300.0,Semiurban,0,1,0,1,0,1,0,1,0,1,0,0,1
3510,4416.0,2,243.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
20833,6667.0,0,480.0,360.0,Urban,1,0,0,1,0,1,0,0,1,1,0,0,1
3583,1601.9163302636496,0,96.0,360.0,Urban,1,0,0,1,1,0,0,1,0,1,0,1,0
2479,3013.0,0,188.0,360.0,Urban,1,0,0,1,0,1,0,1,0,0,1,0,1
13262,1601.9163302636496,1,40.0,360.0,Urban,1,0,1,0,1,0,0,1,0,1,0,0,1
3598,1287.0,0,100.0,360.0,Rural,0,1,0,1,1,0,0,1,0,1,0,1,0
6065,2004.0,1,250.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
3283,2035.0,2,148.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
2130,6666.0,0,70.0,180.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,1,0
5815,3666.0,0,311.0,360.0,Rural,1,0,0,1,1,0,0,1,0,1,0,1,0
3466,3428.0,3+,150.0,360.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
2031,1632.0,2,113.0,480.0,Semiurban,1,0,1,0,0,1,0,1,0,1,0,0,1
3074,1800.0,2,123.0,360.0,Semiurban,0,1,0,1,0,1,1,0,0,1,0,1,0
4683,1915.0,0,185.0,360.0,Semiurban,1,0,0,1,1,0,0,1,0,1,0,1,0
3400,1601.9163302636496,0,95.0,360.0,Rural,0,1,1,0,1,0,0,1,0,1,0,1,0
2192,1742.0,2,45.0,360.0,Semiurban,0,1,0,1,0,1,0,1,0,1,0,0,1
2500,1601.9163302636496,0,55.0,360.0,Semiurban,1,0,0,1,1,0,0,1,0,1,0,0,1
5677,1424.0,3+,100.0,360.0,Rural,1,0,0,1,0,1,0,1,0,0,1,0,1
7948,7166.0,2,480.0,360.0,Rural,1,0,0,1,0,1,0,1,0,0,1,0,1
4680,2087.0,0,142.51153039832286,360.0,Semiurban,1,0,0,1,1,0,0,1,0,1,0,1,0
17500,1601.9163302636496,2,400.0,360.0,Rural,1,0,0,1,0,1,0,1,0,0,1,0,1
3775,1601.9163302636496,0,110.0,360.0,Semiurban,1,0,0,1,0,1,0,1,0,1,0,0,1
5285,1430.0,1,161.0,360.0,Semiurban,0,1,0,1,0,1,1,0,0,1,0,0,1
2679,1302.0,1,94.0,360.0,Semiurban,0,1,0,1,1,0,0,1,0,1,0,0,1
6783,1601.9163302636496,0,130.0,360.0,Semiurban,0,1,0,1,1,0,0,1,0,1,0,0,1
1025,5500.0,0,216.0,360.0,Rural,1,0,0,1,0,1,0,0,1,1,0,0,1
4281,1601.9163302636496,3+,100.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
3588,1601.9163302636496,2,110.0,360.0,Rural,1,0,0,1,1,0,1,0,0,1,0,1,0
11250,1601.9163302636496,1,196.0,360.0,Semiurban,1,0,0,1,1,0,0,0,1,1,0,1,0
18165,1601.9163302636496,0,125.0,360.0,Urban,0,1,1,0,1,0,0,1,0,0,1,0,1
2550,2042.0,0,126.0,360.0,Rural,0,1,0,1,1,0,0,1,0,1,0,0,1
6133,3906.0,0,324.0,360.0,Urban,1,0,0,1,0,1,0,1,0,1,0,0,1
3617,1601.9163302636496,2,107.0,360.0,Semiurban,1,0,0,1,1,0,0,1,0,1,0,0,1
2917,536.0,0,66.0,360.0,Rural,0,1,0,1,0,1,0,1,0,1,0,1,0
6417,1601.9163302636496,3+,157.0,180.0,Rural,1,0,0,1,0,1,0,1,0,1,0,0,1
4608,2845.0,1,140.0,180.0,Semiurban,1,0,1,0,0,1,0,1,0,1,0,0,1
2138,1601.9163302636496,0,99.0,360.0,Semiurban,1,0,1,0,1,0,1,0,0,1,0,1,0
